service,flag,logged_in,serror_rate,srv_serror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_serror_rate,dst_host_srv_serror_rate,class
http,SF,1,0,0,1,22,255,0,0,normal
ftp_data,SF,1,0,0,1,20,67,0,0,normal
http,SF,1,0,0,1,82,255,0,0,normal
private,S0,0,1,1,0.01,255,16,1,1,neptune
http,SF,1,0,0,1,75,255,0,0,normal
other,REJ,0,0.07,0,0,255,1,0.08,0,satan
ftp,RSTO,1,0,0,0.5,20,4,0,0,normal
domain_u,SF,0,0,0,1,255,253,0,0,normal
http,SF,1,0.33,0.33,1,179,255,0.02,0.01,normal
private,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,98,255,0,0,normal
domain_u,SF,0,0,0,1,255,218,0,0,normal
ftp_data,SF,1,0,0,1,31,56,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
eco_i,SF,0,0,0,1,2,34,0,0,ipsweep
http,SF,1,0,0,1,40,255,0,0.01,normal
private,S0,0,1,1,0.04,255,20,1,1,neptune
systat,S0,0,1,1,0.07,255,16,1,1,neptune
eco_i,SF,0,0,0,1,2,80,0,0,ipsweep
http,SF,1,0,0,1,35,255,0.03,0,normal
private,S0,0,1,1,0.14,255,15,1,1,neptune
private,SF,0,0,0,0.62,255,8,0,0,satan
other,SF,0,0,0,1,12,12,0,0,normal
eco_i,SF,0,0,0,1,1,255,0,0,nmap
ftp_data,SF,0,0,0,1,208,26,0,0,normal
http,SF,1,0,0,1,128,255,0,0,normal
http,SF,1,0,0,1,34,255,0,0,normal
ftp_data,SF,0,0,0,1,63,119,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,SF,1,0,0,1,255,248,0,0,normal
http,SF,1,0.06,0.03,1,255,255,0.01,0.01,normal
telnet,SF,1,0,0,1,121,26,0.01,0.04,normal
telnet,RSTO,1,0,0,1,28,11,0.04,0.09,normal
private,S0,0,1,1,0.09,255,20,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,back
ldap,S0,0,1,1,0.11,255,13,1,1,neptune
iso_tsap,S0,0,1,1,0.05,255,13,1,1,neptune
other,S0,0,1,1,0.08,255,20,1,1,neptune
private,S0,0,1,1,0.15,255,1,1,1,neptune
private,REJ,0,0,0,0.03,255,5,0,0,neptune
ftp,SF,0,0,0,1,24,7,0,0,normal
private,SF,0,0,0,1,255,87,0.02,0,teardrop
finger,RSTO,0,0,0,0.01,255,3,0,0,neptune
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
ftp_data,SF,1,0,0,1,122,39,0,0,normal
eco_i,SF,0,0,0,1,1,184,0,0,ipsweep
domain_u,SF,0,0,0,1,255,202,0,0,normal
smtp,SF,1,0,0,1,220,103,0,0,normal
http,SF,1,0,0.29,1,255,255,0,0,normal
http,SF,1,0,0,1,241,255,0,0,normal
http,SF,1,0,0,1,170,255,0,0,normal
eco_i,SF,0,0,0,1,2,32,0,0,ipsweep
vmnet,S0,0,1,1,0.04,255,11,1,1,neptune
http,SF,1,0,0,1,51,255,0,0,normal
ftp_data,SF,0,0,0,1,168,56,0,0,normal
http,SF,1,0.33,0.33,1,86,255,0.01,0,normal
private,S0,0,1,1,0.23,255,7,1,1,neptune
smtp,SF,1,0,0,1,31,167,0,0.01,normal
ftp_data,SF,1,0,0,1,155,55,0,0,normal
smtp,SF,1,0.99,0,0.01,255,13,0.93,0,normal
http,SF,1,0,0,1,93,255,0,0,normal
ecr_i,SF,0,0,0,1,255,79,0,0,smurf
domain_u,SF,0,0,0,1,255,171,0,0,normal
domain_u,SF,0,0,0,1,255,249,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,7,255,0,0,normal
eco_i,SF,0,0,0,1,2,255,0,0,ipsweep
http,SF,1,0,0,1,255,255,0,0,normal
http,S0,0,1,1,0.11,255,16,1,1,neptune
http,SF,1,0,0,1,255,239,0,0,normal
smtp,SF,1,0,0,1,121,175,0.01,0.01,normal
http,SF,1,0,0,1,56,255,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
netbios_dgm,S0,0,1,1,0,255,1,1,1,neptune
eco_i,SF,0,0,0,1,2,70,0,0,ipsweep
eco_i,SF,0,0,0,1,1,49,0,0,ipsweep
ftp_data,SF,1,0,0,1,255,60,0.29,0.33,normal
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,S1,1,0.5,0.5,1,133,37,0.03,0.03,normal
auth,REJ,0,0,0,0.09,255,14,0,0,neptune
http,SF,1,0,0,1,52,255,0,0,normal
smtp,SF,1,0,0,1,255,73,0,0.01,normal
ftp_data,SF,1,0,0,1,2,42,0,0,warezclient
domain_u,SF,0,0,0,1,255,254,0,0,normal
http_443,S0,0,1,1,0.04,255,15,1,1,neptune
smtp,S0,0,1,0.9,1,41,153,0.95,0.12,neptune
login,S0,0,1,1,0.13,255,18,1,1,neptune
nntp,SF,1,0.02,0,0,255,1,0.02,0,satan
ftp_data,SF,1,0,0,1,56,2,0,0,normal
http,SF,1,0,0,1,19,255,0.05,0,normal
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
smtp,SF,1,0,0,1,255,123,0.46,0.49,normal
other,SF,0,0,0,1,255,3,0,0,normal
private,S0,0,1,1,0.03,255,6,1,1,neptune
http,SF,1,0,0,1,17,255,0,0,normal
private,S0,0,1,1,0.17,255,17,1,1,neptune
smtp,SF,1,0,0,1,255,121,0.51,0.57,normal
ftp_data,SF,1,0,0,1,168,30,0,0,normal
http,S0,0,1,1,0.04,255,11,1,1,neptune
other,SF,0,0,0,0.5,255,2,0,0,normal
domain_u,SF,0,0,0,1,88,200,0,0,normal
csnet_ns,S0,0,1,1,0.02,255,4,1,1,neptune
http,SF,1,0,0,1,255,255,0.01,0.01,back
time,S0,0,1,1,0.16,255,20,1,1,neptune
whois,S0,0,1,1,0.02,255,5,1,1,neptune
uucp,S0,0,1,1,0.09,255,10,1,1,neptune
private,S0,0,1,1,0.32,255,23,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
eco_i,SF,0,0,0,1,2,118,0,0,nmap
http,SF,1,0,0,1,15,255,0,0.04,normal
http,SF,1,0,0,1,69,255,0,0,normal
domain_u,SF,0,0,0,1,80,221,0.12,0,normal
http,SF,1,0,0,1,8,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
gopher,REJ,0,0,0,0.06,255,15,0,0,neptune
smtp,SF,1,0,0,1,27,160,0,0,normal
http,SF,1,0,0,1,42,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,1,0,0,1,255,74,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,3,215,0,0,normal
uucp_path,S0,0,1,1,0.07,255,20,1,1,neptune
http,SF,1,0,0,0.86,104,61,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
ctf,S0,0,1,1,0.06,255,4,1,1,neptune
http,SF,1,0,0,1,161,255,0,0,normal
eco_i,SF,0,0,0,1,1,219,0,0,ipsweep
http,SF,1,0,0,1,14,255,0,0,normal
ftp_data,SF,0,0,0,1,15,9,0.07,0.11,normal
private,SF,0,0,0,0.2,255,240,0,0,normal
http,SF,1,0,0,1,246,246,0,0,back
http,SF,1,0,0,1,41,255,0,0,normal
http,SF,1,0,0,1,19,255,0,0,normal
domain_u,SF,0,0,0,1,211,12,0,0,normal
http,SF,1,0,0,1,10,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
whois,S0,0,1,1,0.04,255,11,1,1,neptune
supdup,S0,0,1,1,0.09,255,18,1,1,neptune
whois,S0,0,1,1,0.09,255,11,1,1,neptune
other,SF,0,0,0,1,255,1,0,0,normal
http_443,REJ,0,0,0,0.22,255,19,0,0,neptune
domain_u,SF,0,0,0,1,255,228,0,0,normal
http,SF,1,0,0.5,1,149,255,0,0,normal
courier,S0,0,1,1,0.13,255,14,1,1,neptune
ftp_data,SF,1,0,0,1,255,70,0,0,normal
klogin,S0,0,1,1,0.05,255,3,1,1,neptune
smtp,SF,1,0,0,1,92,143,0,0,normal
private,S0,0,1,1,0.15,255,21,1,1,neptune
private,S0,0,1,1,0.21,255,12,1,1,neptune
http,RSTR,1,0,0,1,255,255,0,0,back
private,S0,0,1,1,0,184,1,0.92,1,neptune
smtp,SF,1,0,0,1,55,181,0,0,normal
http,SF,1,0,0,1,36,255,0,0,normal
http,SF,1,0,0,1,149,255,0,0,normal
private,S0,0,1,1,0.07,248,21,0.99,1,neptune
telnet,SF,1,0,0,1,255,12,0.73,0.25,normal
http,SF,1,0,0,1,174,255,0,0,normal
smtp,SF,1,0,0,1,89,241,0,0,normal
eco_i,SF,0,0,0,1,2,86,0,0,ipsweep
imap4,S0,0,1,1,0.04,255,11,1,1,neptune
ftp_data,SF,1,0,0,1,152,30,0,0,normal
pm_dump,SF,0,0,0,0.17,116,1,0,0,satan
http,SF,1,0.14,0.11,1,255,255,0.01,0.01,normal
http,SF,1,0,0,1,96,255,0,0,normal
private,S0,0,1,1,0.14,255,19,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,1,0,0,0.95,255,32,0,0,normal
other,SF,0,0,0,0.33,255,3,0,0,normal
whois,S0,0,1,1,0,255,1,1,1,neptune
auth,S0,0,1,1,0.09,255,22,1,1,neptune
http,SF,1,0,0,1,29,255,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
private,S0,0,1,1,0.03,255,5,1,1,neptune
ftp_data,SF,1,0,0,1,183,63,0.01,0,normal
link,S0,0,1,1,0.08,255,20,1,1,neptune
private,S0,0,1,1,0.24,255,23,1,1,neptune
telnet,RSTR,0,0,0,1,165,1,0,0,portsweep
other,SF,0,0,0,0.33,255,2,0,0,normal
nnsp,REJ,0,0,0,0.11,255,15,0,0,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.06,255,3,1,1,neptune
ctf,S0,0,1,1,0.03,255,7,1,1,neptune
private,REJ,0,0,0,0.13,255,35,0,0,neptune
private,SF,0,0,0,0.88,255,34,0.05,0,satan
smtp,SF,1,0,0,1,39,129,0,0,normal
http,SF,1,0,0,1,24,255,0,0,normal
private,REJ,0,0,0,0.5,255,1,0,0,portsweep
http,SF,1,0,0,1,3,252,0,0,normal
http,SF,1,0,0,1,10,255,0,0,normal
http,SF,1,0,0,1,250,255,0,0,normal
netbios_ns,S0,0,1,1,0.1,255,25,1,1,neptune
ftp_data,S0,0,1,1,0.2,255,13,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.12,255,3,1,1,neptune
http,SF,1,0,0,1,24,34,0,0,normal
other,SF,0,0,0,0.12,255,2,0,0,satan
finger,SF,0,0.07,0,0,255,1,0.1,0,satan
private,S0,0,1,1,0.02,255,15,1,1,neptune
http,SF,1,0,0,1,7,255,0,0,normal
http,SF,1,0,0,1,58,255,0,0,normal
eco_i,SF,0,0,0,1,2,8,0,0,ipsweep
smtp,SF,1,0,0,1,45,115,0,0,normal
private,S0,0,1,1,0.12,255,17,1,1,neptune
private,REJ,0,0,0,0.5,255,1,0,0,portsweep
other,SF,0,0,0,0.08,255,2,0,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,96,255,0,0,normal
domain_u,SF,0,0,0,1,255,233,0,0,normal
http,SF,1,0,0,1,46,46,0,0,normal
smtp,SF,1,0.07,0,0,255,1,0.13,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
http,REJ,0,0,0,1,5,255,0,0,normal
efs,S0,0,1,1,0.04,255,13,1,1,neptune
private,S0,0,1,1,0.07,255,18,1,1,neptune
http,SF,1,0,0,1,67,255,0,0,normal
ftp_data,SF,0,0,0,1,215,60,0,0,normal
bgp,S0,0,1,1,0.04,255,10,1,1,neptune
ftp_data,S0,0,1,1,0.01,255,2,1,1,neptune
private,S0,0,1,1,0.12,255,8,1,1,neptune
http,SF,1,0,0,1,164,255,0,0,normal
private,SF,0,0,0,1,255,4,0.13,0,satan
ftp_data,SF,1,0,0,1,4,123,0,0,normal
http,SF,1,0,0,1,31,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,17,255,0,0,normal
eco_i,SF,0,0,0,1,2,166,0,0,nmap
http,SF,1,0,0,1,255,255,0,0,normal
http,S0,0,1,1,0.3,149,40,0.99,1,neptune
ftp_data,SF,1,0,0,1,145,48,0,0,normal
http,SF,1,0,0,1,224,255,0,0,normal
systat,S0,0,1,1,0.11,255,7,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,5,255,0,0,normal
mtp,S0,0,1,1,0.04,255,7,1,1,neptune
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,68,255,0,0,normal
uucp_path,S0,0,1,1,0.08,255,24,1,1,neptune
private,REJ,0,0,0,0.5,255,1,0,0,portsweep
http,REJ,0,0,0,1,45,255,0,0,normal
eco_i,SF,0,0,0,0.5,255,29,0,0,normal
ecr_i,SF,0,0,0,1,255,56,0.02,0,smurf
domain_u,SF,0,0,0,1,255,251,0,0,normal
eco_i,SF,0,0,0,1,1,86,0,0,ipsweep
bgp,S0,0,1,1,0.06,255,17,1,1,neptune
private,S0,0,1,1,0.07,255,13,1,1,neptune
http,SF,1,0,0,1,175,255,0,0,normal
private,S0,0,1,1,0.08,255,2,1,1,neptune
http,SF,1,0,0,1,33,33,0,0,normal
private,S0,0,1,1,0.12,255,19,1,1,neptune
private,REJ,0,0,0,0.5,255,1,0.02,0,portsweep
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,31,31,0,0,back
netbios_ns,S0,0,1,1,0.08,255,23,1,1,neptune
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
private,S0,0,1,1,0.11,255,15,1,1,neptune
bgp,S0,0,1,1,0.18,255,24,1,1,neptune
private,REJ,0,0,0,0.04,255,11,0,0,neptune
http,SF,1,0,0,1,9,9,0,0,back
private,REJ,0,0,0,1,20,2,0,0,ipsweep
domain_u,SF,0,0,0,1,255,253,0,0,normal
private,S0,0,1,1,0.01,255,3,1,1,neptune
http,S0,0,1,1,0.75,255,63,1,1,neptune
imap4,S0,0,1,1,0.01,255,2,1,1,neptune
http,SF,1,0,0,1,34,255,0,0,normal
http,SF,1,0.25,0.09,1,4,255,0.25,0.01,normal
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,222,202,0,0,normal
http,SF,1,0,0,1,149,255,0,0,normal
http,SF,1,0,0,1,7,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,SF,0,0,0,1,76,4,0,0,teardrop
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
eco_i,SF,0,0,0,1,1,1,0,0,nmap
private,S0,0,1,1,0.02,255,6,1,1,neptune
link,S0,0,1,1,0.02,255,4,1,1,neptune
http,SF,1,0,0,1,3,255,0,0.01,normal
http,SF,1,0,0,1,3,255,0,0,normal
http,SF,1,0,0,1,5,12,0.2,0.08,normal
http,SF,1,0,0,1,3,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,S0,0,1,1,0.03,255,6,1,1,neptune
ftp_data,SF,1,0,0,1,221,88,0.01,0.01,normal
other,SF,0,0,0,1,255,255,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
finger,SF,0,0,0,1,93,11,0,0,normal
private,S0,0,1,1,0.1,255,15,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
finger,SF,0,0,0,1,55,9,0,0,normal
http,S0,0,1,0.95,0.07,255,18,1,1,neptune
private,SF,0,0,0,0.71,255,5,0,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,76,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,13,255,0,0,normal
private,SF,0,0,0,1,255,252,0,0,normal
eco_i,SF,0,0,0,1,1,65,0,0,ipsweep
exec,S0,0,1,1,0.02,255,2,1,1,neptune
domain_u,SF,0,0,0,1,255,181,0,0,normal
http,SF,1,0,0,1,38,255,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,SF,1,0,0,1,15,255,0,0,normal
supdup,S0,0,1,1,0.03,255,4,1,1,neptune
http,SF,1,0,0,1,3,122,0,0,normal
private,S0,0,1,1,0.11,255,1,1,1,neptune
domain_u,SF,0,0,0,1,255,250,0,0,normal
ftp_data,SF,1,0,0,1,38,99,0.03,0,normal
http,SF,1,0,0,1,145,255,0,0,normal
private,REJ,0,0.09,0,0,255,1,0.07,0,satan
uucp,S0,0,1,1,0.02,255,8,1,1,neptune
ntp_u,SF,0,0,0,1,16,6,0,0,normal
ftp_data,SF,0,0,0,1,6,6,0,0,warezmaster
private,SF,0,0,0,1,182,138,0,0,normal
smtp,SF,1,0,0,1,52,121,0,0,normal
private,S0,0,1,1,0.03,255,11,1,1,neptune
private,SF,0,0,0,0.35,255,7,0.16,0,satan
http,RSTR,1,0,0,1,255,255,0,0,back
vmnet,S0,0,1,1,0.13,255,1,1,1,neptune
http,REJ,0,0,0.5,1,1,255,0,0,normal
IRC,RSTR,0,0,0,1,22,5,0,0,normal
telnet,S0,0,1,1,0.22,255,60,1,1,neptune
telnet,S0,0,0.96,1,0.21,255,26,1,1,neptune
ctf,REJ,0,0,0,0.06,255,17,0,0,neptune
domain_u,SF,0,0,0,1,161,151,0,0,normal
http,SF,1,0,0,1,13,255,0,0,normal
http,REJ,0,0,0,1,40,255,0,0,normal
private,S0,0,1,1,0.11,255,14,1,1,neptune
http,SF,1,0,0,1,68,255,0,0,normal
private,S0,0,1,1,0.18,255,25,1,1,neptune
smtp,SF,1,0,0,0.5,186,191,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
Z39_50,REJ,0,0,0,0.11,255,13,0,0,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.09,255,19,1,1,neptune
Z39_50,S0,0,1,1,0.04,255,9,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
mtp,S0,0,1,1,0.02,255,6,1,1,neptune
http,SF,1,0,0,1,255,255,0.01,0.01,normal
domain,S0,0,1,1,0.01,255,4,1,1,neptune
domain_u,SF,0,0,0,1,255,240,0,0,normal
eco_i,SF,0,0,0,1,3,99,0,0,nmap
http,SF,1,0,0,1,161,255,0,0,normal
http,SF,1,0,0,1,13,255,0,0,normal
private,REJ,0,0.03,0,0,255,1,0.04,0,satan
name,S0,0,1,1,0.06,255,4,1,1,neptune
http,SF,1,0,0,1,20,255,0,0.01,normal
domain_u,SF,0,0,0,1,255,234,0,0,normal
private,SF,0,0,0,1,142,140,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,123,167,0,0,normal
other,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,245,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,23,255,0,0,normal
http,SF,1,0,0,1,70,255,0,0,normal
time,RSTO,0,0,0,0.02,255,3,0,0,neptune
private,REJ,0,0,0,0.2,255,17,0,0,neptune
eco_i,SF,0,0,0,1,4,255,0,0,nmap
telnet,SF,1,0,0,1,93,9,0,0,normal
http,SF,1,0,0,1,1,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0,0,0.08,255,19,0,0,neptune
http,SF,1,0,0,1,1,255,0,0,normal
http,SF,1,0,0,1,48,69,0,0,normal
domain_u,SF,0,0,0,1,49,51,0,0,normal
http,SF,1,0.33,0.13,1,7,255,0.14,0.02,normal
sql_net,REJ,0,0,0,0.06,255,6,0,0,neptune
hostnames,S0,0,1,1,0,255,1,1,1,neptune
uucp,S0,0,1,1,0.01,255,1,1,1,neptune
other,SF,0,0,0,0.94,255,15,0,0,normal
domain_u,SF,0,0,0,1,178,50,0,0,normal
daytime,S0,0,1,1,1,255,5,1,1,neptune
IRC,RSTR,1,0,0,1,123,25,0,0,normal
login,RSTO,0,0,0,0.06,255,8,0,0,neptune
http,S0,0,1,0.65,0.05,255,13,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
ecr_i,SF,0,0,0,1,255,38,0,0,smurf
private,SF,0,0,0,1,255,44,0.02,0,teardrop
sql_net,S0,0,1,1,0.07,255,13,1,1,neptune
http,SF,1,0,0,1,13,255,0,0,normal
smtp,SF,1,0,0,1,255,43,0.6,0,normal
http,SF,1,0,0,1,255,245,0,0,normal
domain_u,SF,0,0,0,1,255,215,0,0,normal
smtp,SF,1,0,0,1,154,76,0,0,normal
telnet,S0,0,1,1,0.08,255,1,1,1,neptune
http,SF,1,0,0,1,79,255,0.01,0.01,normal
smtp,SF,1,0,0,1,115,195,0,0,normal
http,SF,1,0,0,1,69,255,0,0,normal
ftp_data,S0,0,1,1,0.44,255,56,1,1,neptune
private,SF,0,0,0,1,221,189,0,0,nmap
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,105,255,0,0,normal
http,SF,1,0,0,1,8,255,0,0,normal
private,S0,0,1,1,0.11,255,13,1,1,neptune
Z39_50,REJ,0,0,0,0.11,255,14,0,0,neptune
whois,S0,0,1,1,0.03,255,7,1,1,neptune
private,S0,0,1,1,0.14,255,1,1,1,neptune
systat,S0,0,1,1,0.12,255,4,1,1,neptune
uucp,RSTO,0,0,0,0.05,255,6,0,0,neptune
http,SF,1,0,0.06,1,7,255,0,0,normal
telnet,SF,1,0,0,1,39,14,0,0,normal
iso_tsap,S0,0,1,1,0.01,255,2,1,1,neptune
domain_u,SF,0,0,0,1,255,195,0,0,normal
private,REJ,0,0,0,0.13,255,17,0,0,neptune
ftp_data,SF,1,0,0,1,241,48,0,0,normal
http,SF,1,0,0,1,6,255,0,0,normal
http,SF,1,0,0,1,1,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,23,199,0,0.01,normal
smtp,SF,1,0,0,1,72,137,0,0.01,normal
ftp_data,SF,0,0,0,1,59,53,0,0,normal
ftp_data,SF,1,0,0,1,162,101,0,0,normal
http,S1,1,1,1,1,108,237,0.01,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,6,255,0,0,normal
http,SF,1,0,0,1,166,255,0,0,normal
other,SF,0,0,0,0.2,255,1,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,161,55,0,0,normal
smtp,SF,1,0,0,1,207,132,0,0,normal
time,RSTO,0,0,0,0.01,255,2,0,0,neptune
ftp_data,SF,1,0,0,0.75,3,5,0,0,loadmodule
ftp_data,SF,1,0,0,1,182,44,0,0,normal
private,S0,0,1,1,0.06,255,18,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,0,0,0,1,196,70,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,3,175,0,0,normal
http,SF,1,0,0,1,87,255,0,0,normal
http,SF,1,0,0,1,11,255,0,0,normal
pop_3,RSTO,0,0,0,0.07,255,17,0,0,neptune
iso_tsap,S0,0,1,1,0.01,255,3,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
daytime,S0,0,1,1,0.03,255,9,1,1,neptune
private,S0,0,1,1,0.04,255,8,1,1,neptune
imap4,S0,0,1,1,0.06,255,12,1,1,neptune
http,SF,1,0,0,1,141,255,0,0,normal
telnet,SF,1,0,0,1,255,1,0.95,0,normal
ftp_data,SF,1,0,0,1,39,6,0,0,normal
private,SF,0,0,0,0.14,255,228,0,0,normal
ftp_data,SF,0,0,0,1,13,32,0,0,normal
time,S0,0,1,1,0.02,255,12,1,1,neptune
private,SF,0,0,0,1,255,229,0,0,normal
efs,S0,0,1,1,0.14,255,18,1,1,neptune
private,REJ,0,0,0,0.07,213,10,0,0,neptune
private,S0,0,1,1,0.06,255,4,1,1,neptune
private,S0,0,1,1,0.02,84,17,1,1,neptune
other,SF,0,0,0,1,255,255,0,0,normal
telnet,SF,1,0,0,1,255,2,0,0,normal
private,SF,0,0,0,0.77,255,24,0.05,0,satan
ftp_data,SF,0,0,0,1,184,112,0,0,normal
eco_i,SF,0,0,0,1,2,162,0,0,ipsweep
smtp,SF,1,0,0,1,255,7,0,0,normal
time,S0,0,1,1,0,255,20,1,1,neptune
http_443,S0,0,1,1,0.11,255,10,1,1,neptune
pop_2,S0,0,1,1,0.03,255,8,1,1,neptune
http,SF,1,0,0,1,26,255,0,0,normal
other,SF,0,0,0,1,255,3,0,0,normal
smtp,SF,1,0,0,1,154,184,0,0,normal
finger,S0,0,1,1,0.07,255,19,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
courier,REJ,0,0,0,0.12,255,17,0,0,neptune
echo,RSTO,0,0,0,0.09,255,20,0,0,neptune
domain_u,SF,0,0,0,1,255,254,0,0,normal
eco_i,SF,0,0,0,1,2,118,0,0,ipsweep
http,SF,1,0,0,1,101,255,0,0,normal
http,SF,1,0,0,1,13,255,0,0,normal
private,S0,0,1,1,0.14,255,5,1,1,neptune
imap4,S0,0,1,1,0,255,4,1,1,neptune
private,S0,0,1,1,0.06,255,15,1,1,neptune
smtp,SF,1,0,0,1,22,122,0,0,normal
nnsp,S0,0,1,1,0.14,255,10,1,1,neptune
http,SF,1,0,0,1,135,255,0,0,normal
X11,SF,1,0,0,1,255,18,0,0,normal
http,SF,1,0,0,1,109,255,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
nnsp,S0,0,1,1,0.04,255,4,1,1,neptune
netbios_ssn,S0,0,1,1,0.09,255,24,1,1,neptune
other,REJ,0,0.12,0,0,255,1,0.1,0,satan
ecr_i,SF,0,0,0,1,255,108,0.02,0,smurf
ftp,SF,1,0,0,1,255,71,0,0,normal
http,SF,1,0,0,1,126,255,0.01,0,normal
http,SF,1,0,0,1,7,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0,0,0.05,255,12,0,0,neptune
private,REJ,0,0,0,0.15,53,19,0,0,neptune
private,S0,0,1,1,0.05,255,8,1,1,neptune
imap4,S0,0,1,1,0.06,255,17,1,1,neptune
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0,0,1,36,2,0,0,ipsweep
finger,S0,0,1,1,0.31,255,32,1,1,neptune
domain_u,SF,0,0,0,1,143,137,0,0,normal
other,SF,0,0,0,1,255,1,0,0,normal
bgp,S0,0,1,1,0.02,255,6,1,1,neptune
private,RSTR,0,0,0,1,255,1,0,0,portsweep
private,SH,0,1,1,1,28,1,0.71,1,nmap
ftp_data,SF,1,0,0,1,37,47,0,0,normal
telnet,S0,0,1,1,0.07,255,18,1,1,neptune
private,SF,0,0,0,1,255,11,0,0,teardrop
ftp_data,SF,1,0,0,1,146,39,0,0,normal
domain,S0,0,1,1,0.04,255,13,1,1,neptune
private,S0,0,1,1,0.04,255,3,1,1,neptune
smtp,SF,1,0,0,1,255,59,0.58,0,normal
time,S0,0,1,1,0.03,255,5,1,1,neptune
uucp_path,S0,0,1,1,0.16,255,20,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,174,255,0,0.01,normal
smtp,SF,1,0,0,1,81,58,0.01,0.02,normal
http,SF,1,0,0,1,118,255,0.01,0,normal
